,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Explanation,Reference
PLB1,2.03E-69,-3.221978817,0.01,0.053,5.69E-65,,,
ZNF425,2.09E-69,0.316525406,0.074,0.033,5.87E-65,,,
TMPRSS11A,2.18E-69,0.573369721,0.056,0.022,6.10E-65,,,
PIGP,2.19E-69,0.148140741,0.097,0.048,6.15E-65,,,
AGTR1,2.41E-69,-3.100535431,0.017,0.064,6.75E-65,,,
DOCK4-AS1,2.58E-69,-4.10803822,0.005,0.045,7.22E-65,,,
AL034417.4,2.83E-69,0.789234948,0.042,0.014,7.93E-65,,,
AL096855.1,3.25E-69,0.481464669,0.048,0.017,9.12E-65,,,
MUSK,3.82E-69,-3.433950153,0.011,0.055,1.07E-64,,,
CYP4X1,3.90E-69,-2.47664839,0.026,0.077,1.09E-64,,,
GADL1,4.45E-69,-3.430120935,0.005,0.045,1.25E-64,,,
AL136982.6,4.82E-69,0.503298161,0.067,0.029,1.35E-64,,,
AC010632.1,4.84E-69,0.684881885,0.039,0.013,1.36E-64,,,
FAM105A,5.04E-69,-3.056607891,0.016,0.062,1.41E-64,,,
SCN11A,5.30E-69,0.922866259,0.029,0.008,1.48E-64,,,
BTRC,5.41E-69,-0.103716407,0.422,0.277,1.51E-64,,,
NUCB2,5.79E-69,-1.593543331,0.109,0.175,1.62E-64,,,
APOL3,5.80E-69,-2.492592463,0.025,0.075,1.63E-64,,,
ZBTB8OS,6.10E-69,-0.110649751,0.241,0.149,1.71E-64,,,
PPWD1,6.18E-69,-0.122584733,0.253,0.157,1.73E-64,,,
ZNF516,6.74E-69,-1.667102498,0.092,0.158,1.89E-64,,,
ANGPTL5,7.08E-69,1.606296921,0.017,0.003,1.98E-64,,,
LINC01562,7.33E-69,1.736795556,0.017,0.003,2.05E-64,,,
NPEPL1,8.53E-69,0.253224073,0.079,0.037,2.39E-64,,,
IL33,1.02E-68,-3.509885923,0.012,0.056,2.87E-64,,,
AC010615.2,1.21E-68,0.628666015,0.053,0.02,3.40E-64,,,
IQCM,1.25E-68,0.903329723,0.036,0.011,3.51E-64,,,
AP000919.2,1.27E-68,0.212876785,0.066,0.028,3.56E-64,,,
AL157895.1,1.28E-68,1.065135952,0.024,0.005,3.59E-64,,,
NBAT1,1.29E-68,-3.173662834,0.014,0.059,3.62E-64,,,
ADRA1B,1.46E-68,-2.447764585,0.031,0.084,4.09E-64,,,
SYCE1,1.51E-68,2.417826744,0.012,0.001,4.23E-64,,,
NME4,1.77E-68,0.428571268,0.063,0.026,4.96E-64,,,
NIPSNAP2,1.92E-68,-0.111283361,0.242,0.15,5.39E-64,,,
ZFP36L1,1.98E-68,-1.081024202,0.307,0.352,5.56E-64,,,
STK24,2.01E-68,0.127482,0.289,0.189,5.63E-64,,,
SAFB,2.04E-68,-0.155110243,0.26,0.163,5.72E-64,,,
RAB38,2.07E-68,-2.912141175,0.012,0.056,5.80E-64,,,
AL049870.3,2.08E-68,0.49248687,0.046,0.017,5.82E-64,,,
CYP51A1-AS1,2.38E-68,0.888512075,0.035,0.011,6.66E-64,,,
RPL13,2.47E-68,-1.270636485,0.356,0.385,6.91E-64,,,
AL035420.1,2.50E-68,1.870590984,0.016,0.002,7.01E-64,,,
SRRM2-AS1,2.55E-68,1.095504113,0.027,0.007,7.15E-64,,,
STK38,2.89E-68,-1.398088338,0.212,0.27,8.09E-64,,,
MS4A4A,3.10E-68,-2.367632359,0.046,0.102,8.70E-64,,,
CXorf56,3.20E-68,0.380506637,0.06,0.025,8.96E-64,,,
AC097460.1,3.25E-68,0.901203692,0.039,0.013,9.12E-64,,,
TMEM11,3.70E-68,0.418377763,0.064,0.027,1.04E-63,,,
MYO7B,4.07E-68,1.094435534,0.022,0.004,1.14E-63,,,
TGM1,4.54E-68,-2.808024344,0.011,0.053,1.27E-63,,,
AC015712.2,4.68E-68,-3.181612954,0.011,0.053,1.31E-63,,,
DSP,4.73E-68,-2.397814674,0.017,0.064,1.33E-63,,,
FOS,5.35E-68,-2.678235066,0.046,0.102,1.50E-63,,,
PRR14L,5.58E-68,-0.111044878,0.29,0.185,1.56E-63,,,
ACCS,6.21E-68,0.11649232,0.123,0.066,1.74E-63,,,
PDZRN3-AS1,6.40E-68,2.385148026,0.011,0.001,1.79E-63,,,
NTN4,6.77E-68,-3.157709071,0.014,0.058,1.90E-63,,,
CCDC171,6.85E-68,-0.12634033,0.235,0.144,1.92E-63,,,
TCF12,7.01E-68,-0.668151814,0.69,0.606,1.96E-63,,,
ESF1,7.11E-68,-0.11492552,0.272,0.172,1.99E-63,,,
LTC4S,7.55E-68,-2.212989781,0.032,0.085,2.12E-63,,,
COL14A1,7.90E-68,-2.565363464,0.034,0.087,2.21E-63,,,
PLCG2,8.09E-68,-2.783308013,0.029,0.08,2.27E-63,,,
GUCY1A3,8.56E-68,-3.588623596,0.015,0.059,2.40E-63,,,
FUT9,8.91E-68,2.230458478,0.017,0.003,2.50E-63,,,
CNTN1,9.08E-68,-2.91823163,0.022,0.07,2.55E-63,,,
LINC02268,9.93E-68,-2.801111894,0.018,0.064,2.78E-63,,,
FLJ21408,1.06E-67,0.244589893,0.071,0.032,2.98E-63,,,
NID2,1.08E-67,-2.011261943,0.069,0.13,3.02E-63,,,
AC040173.1,1.09E-67,1.75100324,0.017,0.003,3.05E-63,,,
AP003438.1,1.14E-67,1.225151903,0.024,0.005,3.18E-63,,,
SPINK5,1.15E-67,1.399247044,0.019,0.003,3.21E-63,,,
SLC48A1,1.22E-67,-2.468363735,0.031,0.083,3.43E-63,,,
VHL,1.27E-67,0.192974064,0.097,0.049,3.57E-63,,,
ERBIN,1.39E-67,-0.976955797,0.399,0.415,3.89E-63,,,
ANO2,1.43E-67,-3.947862774,0.019,0.065,4.01E-63,,,
MUT,1.52E-67,0.13413615,0.114,0.06,4.25E-63,,,
PPP3CC,1.56E-67,-1.285693955,0.284,0.327,4.39E-63,,,
AC020637.1,1.57E-67,-0.327892901,0.039,0.013,4.40E-63,,,
IFITM3,1.60E-67,-1.643935792,0.11,0.176,4.50E-63,,,
RASAL2,1.64E-67,-1.386988892,0.271,0.32,4.60E-63,,,
NEDD4,1.87E-67,-1.959760452,0.076,0.137,5.25E-63,,,
TPD52,2.17E-67,-2.660584733,0.024,0.072,6.09E-63,,,
HFM1,2.21E-67,0.245303149,0.102,0.052,6.19E-63,,,
C1orf27,2.29E-67,-0.145524888,0.244,0.151,6.43E-63,,,
SNX24,2.50E-67,-1.755639486,0.145,0.208,7.00E-63,,,
FLRT3,2.85E-67,-2.263105242,0.031,0.083,7.98E-63,,,
SPINK9,3.03E-67,1.080654646,0.025,0.006,8.49E-63,,,
AL157702.2,3.58E-67,2.627712343,0.012,0.001,1.00E-62,,,
TRIM38,3.62E-67,-1.69692273,0.103,0.167,1.02E-62,,,
DOK6,4.39E-67,-2.337475502,0.041,0.095,1.23E-62,,,
SLFN12L,4.55E-67,-2.893541582,0.027,0.077,1.27E-62,,,
HP,4.66E-67,-2.000805216,0.058,0.117,1.31E-62,,,
AC078828.1,6.07E-67,2.469591952,0.012,0.001,1.70E-62,,,
ISPD,6.94E-67,-0.127645082,0.147,0.082,1.95E-62,,,
MX2,7.34E-67,-3.303405379,0.012,0.055,2.06E-62,,,
AC011290.1,8.45E-67,1.747545215,0.018,0.003,2.37E-62,,,
CEP68,8.52E-67,-0.177411483,0.234,0.144,2.39E-62,,,
MIR548A1HG,9.40E-67,1.367865335,0.015,0.002,2.63E-62,,,
LINC-PINT,1.04E-66,-0.53571777,0.625,0.591,2.92E-62,,,
WNT9A,1.23E-66,-4.019417339,0.004,0.04,3.44E-62,,,
LIMS2,1.26E-66,-2.370890616,0.024,0.073,3.53E-62,,,
ARPC5,1.40E-66,-1.395175562,0.15,0.216,3.93E-62,,,
LINC01270,1.53E-66,2.026632331,0.014,0.002,4.30E-62,,,
SMAP1,1.54E-66,-0.158519418,0.3,0.193,4.32E-62,,,
AL078581.3,1.60E-66,0.189566209,0.089,0.043,4.48E-62,,,
PDK3,1.63E-66,-2.541248203,0.027,0.077,4.56E-62,,,
TRIM14,1.67E-66,-2.38533719,0.032,0.083,4.67E-62,,,
AL445228.2,2.03E-66,2.158070332,0.013,0.001,5.68E-62,,,
NUP98,2.13E-66,-0.153018369,0.322,0.208,5.98E-62,,,
PTGDR,2.23E-66,-3.459996785,0.01,0.051,6.25E-62,,,
LMOD3,2.43E-66,0.878625709,0.03,0.008,6.82E-62,,,
MELTF-AS1,3.31E-66,0.668172951,0.044,0.015,9.27E-62,,,
CCAR1,3.49E-66,-0.151700242,0.361,0.237,9.79E-62,,,
CD200R1,4.09E-66,-3.463512094,0.011,0.053,1.15E-61,,,
CTSL,4.36E-66,-0.121699568,0.325,0.211,1.22E-61,,,
LSM1,4.43E-66,0.295066312,0.062,0.026,1.24E-61,,,
RECQL5,4.51E-66,0.311019712,0.079,0.037,1.26E-61,,,
MTRF1,4.81E-66,0.135647365,0.11,0.058,1.35E-61,,,
ADM,5.97E-66,-0.212754812,0.098,0.049,1.67E-61,,,
SPATA1,6.33E-66,-0.189566273,0.236,0.146,1.77E-61,,,
ORC5,6.51E-66,-0.111468324,0.208,0.127,1.82E-61,,,
ZMYND8,6.66E-66,-0.182786594,0.348,0.226,1.87E-61,,,
MX1,7.28E-66,-2.575940854,0.02,0.067,2.04E-61,,,
SLC7A14,7.64E-66,-3.708053956,0.007,0.045,2.14E-61,,,
AC007541.1,8.26E-66,0.659893644,0.04,0.014,2.31E-61,,,
GOSR1,9.13E-66,-0.139763098,0.275,0.175,2.56E-61,,,
PPP5D1,9.86E-66,0.48312611,0.059,0.025,2.76E-61,,,
LINC00482,1.03E-65,0.53050026,0.035,0.011,2.88E-61,,,
AC008691.1,1.07E-65,-3.401249509,0.014,0.057,2.99E-61,,,
EIF3K,1.13E-65,-0.174539774,0.209,0.127,3.16E-61,,,
SLX4IP,1.13E-65,-0.117394783,0.235,0.146,3.17E-61,,,
AC092650.1,1.22E-65,1.043652453,0.028,0.007,3.41E-61,,,
AC084125.2,1.36E-65,1.82165634,0.017,0.003,3.80E-61,,,
AL162258.2,1.45E-65,1.309928478,0.02,0.004,4.08E-61,,,
AC098820.1,1.56E-65,1.062043402,0.025,0.006,4.38E-61,,,
AC109811.1,1.70E-65,0.801314335,0.038,0.013,4.76E-61,,,
CIITA,1.71E-65,-3.493856539,0.012,0.053,4.78E-61,,,
AC023509.4,1.73E-65,1.374513662,0.024,0.006,4.86E-61,,,
PPP1R14A,2.00E-65,0.259144303,0.043,0.015,5.60E-61,,,
CREBRF,2.02E-65,-0.180012662,0.347,0.225,5.67E-61,,,
COX5A,2.09E-65,0.160585005,0.092,0.046,5.87E-61,,,
ADH6,2.09E-65,0.43030414,0.055,0.022,5.87E-61,,,
AC092747.1,2.45E-65,1.37917623,0.024,0.006,6.86E-61,,,
PDCD7,2.66E-65,-0.112303548,0.253,0.159,7.45E-61,,,
AC025178.1,2.68E-65,0.264597353,0.068,0.03,7.52E-61,,,
TGM2,2.74E-65,-2.530441296,0.014,0.058,7.69E-61,,,
AC073529.1,2.80E-65,0.418337441,0.06,0.025,7.85E-61,,,
CCNL2,3.39E-65,-0.153691856,0.381,0.25,9.49E-61,,,
MMP16,3.64E-65,-3.184846412,0.018,0.063,1.02E-60,,,
ARRDC1-AS1,3.72E-65,0.414181045,0.054,0.022,1.04E-60,,,
BAIAP2L2,3.75E-65,0.139186579,0.098,0.05,1.05E-60,,,
LRCH1,3.83E-65,-1.748535965,0.124,0.186,1.07E-60,,,
TSPAN10,3.98E-65,0.920836075,0.029,0.008,1.11E-60,,,
MEI4,4.12E-65,1.704239238,0.019,0.004,1.15E-60,,,
ENTPD1,4.25E-65,-2.771094719,0.03,0.08,1.19E-60,,,
ZSWIM6,4.28E-65,-1.288808209,0.381,0.394,1.20E-60,,,
MAGI3,4.39E-65,-1.186196621,0.273,0.319,1.23E-60,,,
NT5E,4.69E-65,-2.696765123,0.016,0.06,1.31E-60,,,
CYP2U1,4.83E-65,0.148582493,0.095,0.048,1.35E-60,,,
EMCN,5.10E-65,-3.309428085,0.034,0.084,1.43E-60,,,
AC098679.2,5.28E-65,2.865481282,0.01,0.001,1.48E-60,,,
NPC1,5.60E-65,-0.156836225,0.243,0.152,1.57E-60,,,
CIAPIN1,6.04E-65,0.293337113,0.072,0.032,1.69E-60,,,
AC104463.2,6.43E-65,1.99196847,0.015,0.002,1.80E-60,,,
CYTH1,6.56E-65,-1.805160673,0.148,0.207,1.84E-60,,,
KIAA1109,6.87E-65,-0.950938945,0.419,0.425,1.92E-60,,,
HGF,9.52E-65,-2.889994243,0.014,0.056,2.67E-60,,,
TRNP1,1.07E-64,-3.916975166,0.003,0.039,2.99E-60,,,
LINC01474,1.08E-64,0.822647595,0.03,0.008,3.03E-60,,,
PRRC2B,1.09E-64,-0.125511915,0.392,0.26,3.07E-60,,,
ABCC11,1.13E-64,0.924229509,0.029,0.008,3.16E-60,,,
HLA-F-AS1,1.30E-64,-2.738835901,0.015,0.058,3.64E-60,,,
USP22,1.34E-64,-0.12270485,0.26,0.165,3.76E-60,,,
THYN1,1.46E-64,0.395277266,0.065,0.028,4.10E-60,,,
AC011498.1,1.67E-64,1.396167352,0.023,0.005,4.67E-60,,,
ARRB2,1.75E-64,-2.460245636,0.016,0.06,4.90E-60,,,
INMT,1.77E-64,-2.15406813,0.029,0.079,4.95E-60,,,
STXBP5,1.80E-64,-1.208679878,0.287,0.328,5.03E-60,,,
AL161669.3,2.11E-64,-3.827814376,0.005,0.042,5.93E-60,,,
DDX46,2.41E-64,-0.100297074,0.531,0.356,6.75E-60,,,
SPRY1,2.58E-64,-1.403277878,0.233,0.284,7.22E-60,,,
FBXW10,2.90E-64,1.200308403,0.019,0.004,8.13E-60,,,
AL139807.1,2.96E-64,-0.191970907,0.159,0.092,8.28E-60,,,
PSORS1C1,3.12E-64,-4.063692054,0.004,0.04,8.75E-60,,,
DDX25,3.65E-64,-5.946124812,0.001,0.035,1.02E-59,,,
CADM3,4.31E-64,-2.518335233,0.012,0.053,1.21E-59,,,
LINC02407,4.59E-64,2.79289506,0.01,0.001,1.29E-59,,,
CERNA1,4.63E-64,-3.676047833,0.005,0.042,1.30E-59,,,
ARHGAP23,5.23E-64,-2.448591621,0.028,0.077,1.46E-59,,,
HSPB6,5.39E-64,0.460214662,0.04,0.014,1.51E-59,,,
INMT-MINDY4,5.60E-64,-4.030597954,0.006,0.042,1.57E-59,,,
AC008764.2,5.75E-64,0.511518717,0.046,0.017,1.61E-59,,,
SH2B3,6.33E-64,-2.1389573,0.062,0.119,1.77E-59,,,
AAK1,6.33E-64,-0.123253755,0.496,0.334,1.78E-59,,,
MTMR2,7.35E-64,-0.139337259,0.213,0.131,2.06E-59,,,
SSC5D,7.35E-64,-3.138336071,0.009,0.048,2.06E-59,,,
LINC00863,7.80E-64,0.622654002,0.045,0.017,2.19E-59,,,
AC091887.1,9.45E-64,0.126047088,0.1,0.051,2.65E-59,,,
KIF19,9.56E-64,2.036896642,0.012,0.001,2.68E-59,,,
CEP295,9.63E-64,-0.133405287,0.222,0.138,2.70E-59,,,
SDR39U1,1.02E-63,0.107662878,0.088,0.043,2.86E-59,,,
LRRC53,1.04E-63,1.277115069,0.022,0.005,2.92E-59,,,
DEAF1,1.23E-63,-0.107757998,0.187,0.113,3.44E-59,,,
AC245060.6,1.23E-63,0.256722324,0.068,0.03,3.45E-59,,,
CTBP2,1.29E-63,-1.286331675,0.231,0.284,3.62E-59,,,
BAIAP2L1,1.36E-63,-2.352198453,0.028,0.076,3.80E-59,,,
RUSC2,1.46E-63,-0.125102072,0.239,0.15,4.08E-59,,,
ZNF496,1.52E-63,-2.534230341,0.018,0.063,4.26E-59,,,
ZNF436,1.96E-63,0.671801595,0.042,0.015,5.50E-59,,,
AC005841.2,2.05E-63,0.695143666,0.039,0.014,5.74E-59,,,
LINC02516,2.11E-63,0.768637152,0.033,0.01,5.90E-59,,,
AFAP1L1,2.55E-63,-0.237608014,0.147,0.083,7.16E-59,,,
RNF125,2.97E-63,0.361713092,0.051,0.02,8.33E-59,,,
CCNJ,2.98E-63,0.433129005,0.062,0.027,8.36E-59,,,
PDXDC1,3.03E-63,-0.1076363,0.47,0.317,8.50E-59,,,
KLRG1,3.29E-63,-0.274623191,0.084,0.04,9.22E-59,,,
ITGA6,3.32E-63,-2.350234454,0.056,0.112,9.31E-59,,,
RAB11B-AS1,3.33E-63,0.431643232,0.056,0.023,9.32E-59,,,
PDLIM1,4.06E-63,-1.84150458,0.058,0.115,1.14E-58,,,
AC004825.2,4.30E-63,1.987556142,0.013,0.002,1.21E-58,,,
TRAF3IP2,4.43E-63,-0.12957468,0.182,0.109,1.24E-58,,,
PPP3CA,4.79E-63,-0.883961662,0.495,0.481,1.34E-58,,,
KIRREL1,4.92E-63,-0.132417371,0.315,0.205,1.38E-58,,,
CD84,5.01E-63,-2.410746894,0.024,0.071,1.40E-58,,,
ADH5,5.29E-63,-0.161226527,0.268,0.17,1.48E-58,,,
AGMO,5.30E-63,0.182330127,0.087,0.043,1.48E-58,,,
DDAH1,5.59E-63,-2.446550009,0.038,0.089,1.57E-58,,,
C3orf49,5.91E-63,0.15066201,0.08,0.038,1.66E-58,,,
SMAD2,6.56E-63,-0.123015649,0.418,0.279,1.84E-58,,,
JADE3,6.86E-63,0.206628715,0.077,0.036,1.92E-58,,,
FLNA,7.00E-63,-1.570424497,0.106,0.169,1.96E-58,,,
AC025171.2,7.57E-63,0.508031805,0.037,0.012,2.12E-58,,,
AL035563.1,7.72E-63,0.599016414,0.049,0.019,2.16E-58,,,
ALDH8A1,8.00E-63,1.073392292,0.03,0.009,2.24E-58,,,
AL445259.1,8.21E-63,1.96986687,0.016,0.003,2.30E-58,,,
AC079328.3,8.71E-63,-3.736614023,0.006,0.042,2.44E-58,,,
ALG1,8.87E-63,0.322701669,0.06,0.026,2.49E-58,,,
KCTD12,8.93E-63,-2.05206346,0.034,0.085,2.50E-58,,,
LRRC36,9.14E-63,-3.488322637,0.008,0.046,2.56E-58,,,
TMPRSS5,9.22E-63,1.330649248,0.021,0.005,2.58E-58,,,
MED15,9.66E-63,-0.132205694,0.274,0.176,2.71E-58,,,
AL049840.1,1.02E-62,-0.109074972,0.143,0.081,2.85E-58,,,
CBR4,1.06E-62,-0.127115534,0.489,0.329,2.98E-58,,,
DARS,1.07E-62,-0.117976499,0.274,0.177,3.00E-58,,,
PHYHD1,1.13E-62,0.111330519,0.107,0.056,3.18E-58,,,
LINC01352,1.14E-62,1.25582998,0.02,0.004,3.20E-58,,,
RUFY2,1.25E-62,-0.135147775,0.385,0.256,3.49E-58,,,
RECK,1.28E-62,-1.544722595,0.124,0.186,3.59E-58,,,
TBXAS1,1.31E-62,-2.59034949,0.075,0.131,3.68E-58,,,
CCDC102B,1.41E-62,-2.134423118,0.144,0.202,3.95E-58,,,
CDC34,1.51E-62,0.505604656,0.054,0.022,4.24E-58,,,
PTPN18,1.59E-62,-1.819253661,0.059,0.117,4.46E-58,,,
SRFBP1,1.75E-62,-0.111915593,0.201,0.123,4.91E-58,,,
FUT10,1.86E-62,-0.100185286,0.181,0.109,5.22E-58,,,
TMEM138,1.90E-62,0.133777785,0.101,0.053,5.32E-58,,,
TXK,1.91E-62,-2.948070047,0.017,0.061,5.35E-58,,,
NRP2,1.94E-62,-0.184106439,0.236,0.151,5.43E-58,,,
SECISBP2,1.95E-62,-1.198927492,0.273,0.315,5.47E-58,,,
VPS54,2.03E-62,-0.137070335,0.436,0.29,5.69E-58,,,
AC036108.3,2.14E-62,0.817626445,0.035,0.011,6.00E-58,,,
CBL,2.27E-62,-0.210393453,0.238,0.149,6.36E-58,,,
C9orf131,2.37E-62,1.870066788,0.017,0.003,6.65E-58,,,
GPR137C,2.63E-62,0.466261296,0.066,0.029,7.37E-58,,,
LDLRAD2,2.82E-62,0.561989206,0.037,0.012,7.90E-58,,,
AC055855.2,3.06E-62,0.257836719,0.076,0.036,8.59E-58,,,
NFATC3,3.21E-62,-0.154634781,0.374,0.248,8.99E-58,,,
DDN-AS1,3.45E-62,0.554818974,0.045,0.017,9.66E-58,,,
SPDYE16,3.80E-62,-4.037010694,0.003,0.037,1.07E-57,,,
NTN1,3.83E-62,-2.760528893,0.022,0.067,1.07E-57,,,
AC092171.4,3.96E-62,0.513577515,0.045,0.017,1.11E-57,,,
RGS7BP,4.06E-62,0.73592262,0.029,0.008,1.14E-57,,,
ZBTB38,4.07E-62,-0.188067322,0.302,0.195,1.14E-57,,,
AL109936.8,4.32E-62,0.15414132,0.084,0.041,1.21E-57,,,
HOOK1,4.32E-62,-3.194505432,0.006,0.042,1.21E-57,,,
AC027701.1,4.34E-62,2.963789424,0.01,0.001,1.22E-57,,,
TMEM220,4.35E-62,-0.150023872,0.249,0.158,1.22E-57,,,
ALMS1,4.48E-62,-0.134586405,0.231,0.145,1.25E-57,,,
AC083923.2,4.55E-62,-3.425386071,0.008,0.046,1.27E-57,,,
D2HGDH,5.04E-62,-0.114381669,0.207,0.127,1.41E-57,,,
AC011933.4,5.10E-62,-0.291932426,0.201,0.122,1.43E-57,,,
C4orf51,5.28E-62,0.796730237,0.028,0.008,1.48E-57,,,
GAS1RR,5.87E-62,-1.862610072,0.054,0.11,1.65E-57,,,
FGFR1OP2,6.07E-62,-1.33508122,0.184,0.243,1.70E-57,,,
ESRRB,6.19E-62,1.054081199,0.026,0.007,1.73E-57,,,
ZNF236,7.57E-62,-0.124906421,0.213,0.132,2.12E-57,,,
ZNF491,7.84E-62,0.510396141,0.047,0.018,2.20E-57,,,
TMX4,8.28E-62,-1.711264613,0.087,0.148,2.32E-57,,,
PPP2R5B,9.06E-62,0.410087356,0.059,0.025,2.54E-57,,,
ST7L,9.13E-62,-0.164375553,0.301,0.194,2.56E-57,,,
STMN3,9.24E-62,-3.05551676,0.013,0.053,2.59E-57,,,
DPYD-AS1,1.01E-61,-1.265568402,0.252,0.301,2.83E-57,,,
NXF5,1.05E-61,2.673992788,0.01,0.001,2.95E-57,,,
SERTM1,1.07E-61,-3.925270582,0.004,0.038,3.01E-57,,,
SSBP4,1.10E-61,-1.972127208,0.052,0.106,3.08E-57,,,
AC073842.2,1.13E-61,0.290601176,0.054,0.022,3.16E-57,,,
NOL12,1.17E-61,0.379039745,0.061,0.026,3.27E-57,,,
NEB,1.18E-61,0.347343849,0.094,0.048,3.32E-57,,,
LINC00621,1.24E-61,1.031416874,0.028,0.008,3.48E-57,,,
RFC1,1.29E-61,-0.132357097,0.326,0.214,3.61E-57,,,
TMEM173,1.36E-61,-2.69600919,0.014,0.055,3.81E-57,,,
AC126768.2,1.55E-61,0.350915859,0.051,0.02,4.35E-57,,,
LINC01933,1.86E-61,0.898928134,0.025,0.007,5.21E-57,,,
NPIPB2,1.87E-61,0.351716885,0.064,0.029,5.23E-57,,,
DNAJB7,1.89E-61,0.703417159,0.035,0.012,5.31E-57,,,
PRKRA,2.01E-61,-0.11771453,0.196,0.12,5.64E-57,,,
CALCOCO1,2.03E-61,-0.178915686,0.39,0.257,5.70E-57,,,
AC012568.1,2.18E-61,0.550964039,0.037,0.013,6.12E-57,,,
AL359265.3,2.19E-61,0.678804709,0.041,0.015,6.13E-57,,,
AC018523.2,2.22E-61,0.912700086,0.027,0.007,6.23E-57,,,
CISH,2.39E-61,1.219814536,0.02,0.004,6.69E-57,,,
AC027644.3,2.41E-61,0.39636049,0.06,0.026,6.76E-57,,,
NARS2,2.44E-61,-0.156272917,0.211,0.13,6.85E-57,,,
ZNF829,2.45E-61,0.555922545,0.057,0.024,6.85E-57,,,
WBP2NL,2.46E-61,0.137379904,0.115,0.063,6.89E-57,,,
DET1,2.52E-61,0.123313308,0.093,0.047,7.07E-57,,,
AL356258.1,2.58E-61,0.166144527,0.058,0.025,7.24E-57,,,
USE1,2.60E-61,0.126557208,0.083,0.04,7.29E-57,,,
RBM5-AS1,2.72E-61,0.414202454,0.055,0.023,7.63E-57,,,
VTI1B,2.85E-61,0.202530354,0.085,0.042,7.98E-57,,,
LINC02145,2.87E-61,0.969277974,0.031,0.009,8.03E-57,,,
COX19,2.97E-61,-0.15806931,0.155,0.09,8.32E-57,,,
ADCY7,3.00E-61,-2.130230201,0.042,0.094,8.40E-57,,,
C5orf63,3.16E-61,0.216543205,0.076,0.036,8.85E-57,,,
DBF4B,3.21E-61,0.220586273,0.088,0.044,8.98E-57,,,
UBE2G1,3.55E-61,-0.150357763,0.243,0.154,9.94E-57,,,
AC008750.4,3.62E-61,1.67203518,0.014,0.002,1.02E-56,,,
MANBA,3.69E-61,-1.626188327,0.138,0.197,1.03E-56,,,
AC015813.2,3.92E-61,0.165659373,0.106,0.057,1.10E-56,,,
SLPI,4.07E-61,-1.755791533,0.099,0.159,1.14E-56,,,
PRPF4B,4.13E-61,-0.10628739,0.535,0.362,1.16E-56,,,
CYFIP2,4.13E-61,-3.620598944,0.009,0.047,1.16E-56,,,
ZNRF1,4.70E-61,-0.10796382,0.156,0.091,1.32E-56,,,
HSD17B1,4.79E-61,0.58570614,0.042,0.015,1.34E-56,,,
AC025569.1,5.15E-61,-3.640136773,0.009,0.046,1.44E-56,,,
THUMPD3-AS1,5.33E-61,-0.171391127,0.358,0.236,1.49E-56,,,
AC021088.1,5.66E-61,-3.523884,0.006,0.041,1.59E-56,,,
LINC01950,6.02E-61,0.655004897,0.042,0.015,1.69E-56,,,
AC024940.1,6.76E-61,2.173517709,0.012,0.002,1.90E-56,,,
CD163L1,6.78E-61,-2.938555047,0.046,0.098,1.90E-56,,,
AC105942.1,7.75E-61,0.675888516,0.04,0.014,2.17E-56,,,
PTRH1,8.38E-61,0.238235094,0.08,0.039,2.35E-56,,,
AL451048.1,8.41E-61,-3.424429782,0.006,0.042,2.36E-56,,,
RNF165,8.76E-61,-3.321070071,0.01,0.048,2.45E-56,,,
AC068051.1,9.28E-61,0.327357954,0.164,0.1,2.60E-56,,,
FIRRE,9.34E-61,0.54875785,0.048,0.019,2.62E-56,,,
MGAT4C,9.81E-61,-3.48141678,0.012,0.052,2.75E-56,,,
PLCL2,9.97E-61,-0.353385263,0.329,0.209,2.79E-56,,,
Z99289.2,1.03E-60,0.708881848,0.042,0.016,2.88E-56,,,
PID1,1.07E-60,-1.026074157,0.371,0.228,3.01E-56,,,
AC073626.1,1.12E-60,2.187417336,0.012,0.001,3.14E-56,,,
AC005833.3,1.17E-60,0.87644223,0.029,0.008,3.29E-56,,,
KCNA4,1.32E-60,-2.776806064,0.012,0.051,3.70E-56,,,
NUP133,1.33E-60,-0.114913756,0.205,0.127,3.74E-56,,,
TXNDC8,1.55E-60,2.376056181,0.012,0.002,4.35E-56,,,
ST6GAL2,1.57E-60,-3.49055299,0.006,0.042,4.40E-56,,,
IZUMO4,1.73E-60,0.988507267,0.026,0.007,4.85E-56,,,
AC027279.1,1.79E-60,0.344237396,0.052,0.021,5.03E-56,,,
RUBCNL,1.82E-60,-2.926437862,0.014,0.054,5.10E-56,,,
AL606760.2,1.83E-60,0.444206068,0.047,0.018,5.12E-56,,,
ARMC8,1.93E-60,-0.108913065,0.344,0.228,5.41E-56,,,
P4HA1,1.98E-60,-1.479849591,0.164,0.223,5.54E-56,,,
FAT3,2.03E-60,-2.391240627,0.045,0.097,5.69E-56,,,
CHAD,2.35E-60,0.608594775,0.046,0.018,6.59E-56,,,
ENTPD1-AS1,2.39E-60,-0.411977853,0.42,0.278,6.70E-56,,,
MOV10L1,2.39E-60,0.808487866,0.037,0.012,6.71E-56,,,
KLK12,2.46E-60,-4.576729666,0.002,0.033,6.88E-56,,,
HMGXB4,2.47E-60,-0.101642842,0.163,0.097,6.91E-56,,,
